gene_id	product	subfamily	Cold_LFC	Cold_padj	Heat_LFC	Heat_padj	Drought_869_LFC	Drought_869_padj	Salt_NaCl_LFC	Salt_NaCl_padj	Rehydration_LFC	Rehydration_padj	Drought_7d_LFC	Drought_7d_padj	Drought_14d_LFC	Drought_14d_padj	Drought_21d_LFC	Drought_21d_padj	PEG_72h_LFC	PEG_72h_padj	Flooding_LFC	Flooding_padj	Sclerotinia_LFC	Sclerotinia_padj	Orobanche_A_LFC	Orobanche_A_padj	Orobanche_B_LFC	Orobanche_B_padj	Orobanche_C_LFC	Orobanche_C_padj	Orobanche_D_LFC	Orobanche_D_padj	Orobanche_E_LFC	Orobanche_E_padj
LOC110864409	aquaporin PIP1-3%2C transcript variant X2	PIP	1.83726073169951	0.000286650083711064	-0.0903768682047554	0.714597510614161	-0.113214469110743	0.96056604088615	0.363975462188661	0.11441271334942	0.090630769681602	0.978300033460491	-0.384681188215429	0.150223001247151	-0.62004199111414	0.00911252135198993	-0.669099528609807	0.0114113525416911	-0.633170798321789	4.59108675399778e-05	0.0631703652582311	0.835150656768425	0.551922162746087	0.00104659249729932	-0.161495251363355	0.730809642030428	-0.354765942621326	0.184838635778576	-0.290638989583692	0.2771696321754	-0.400379321201576	0.112540657079292	-1.01164564499241	3.75348952084979e-06
LOC110865440	probable aquaporin SIP2-1	SIP	-1.2153737288233	0.122513579821961	0.751574241404147	0.136839722170404	0.307346153873917	0.911688240641585	-0.165202429133726	0.89329184840334	0.355919586157292	0.896023808799676	-0.171620553795921	0.778302814838095	-0.605634214604938	0.203461729706401	0.326559934910541	0.602666910320903	-0.595229265945221	0.140982007383375	0.0825894883596162	0.789898131102463	-0.335351277947755	0.555649996402527	0.303595919038962	0.802490685851322	0.14317202024123	0.875668417303219	0.175049429468609	0.830140065575384	0.826607303520964	0.15901795659245	0.636287121910835	0.313091409126678
LOC110866810	aquaporin PIP2-4	PIP	0.652081311492119	0.444034483150543	2.15846703779483	0.00423242697559147	-0.728738859725352	0.747119444162444	-0.200486443842139	0.903964645358857	0.205202100695178	0.980974406257422	1.8499328675001	0.0569582462371768	1.79289324656501	0.0494955795917232	-0.748395859568627	0.57447798968229	NA	NA	-0.359480901645586	NA	4.61643606546949	0.00144717244556837	-0.818095092370604	NA	-1.81524506131137	NA	-0.180355897822181	NA	-0.107771220861042	NA	-0.0805982198130243	NA
LOC110868194	probable aquaporin NIP-type	NIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC110868195	probable aquaporin NIP-type	NIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.723435539457438	NA	-1.19035957508479	NA	0.300119780225117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC110868317	aquaporin PIP2-4	PIP	3.7049639117159	0.000364790728977561	-1.01578907797018	NA	NA	NA	-3.15529340027925	0.0163932714974693	NA	NA	-0.662528409904459	0.247650881567669	-1.0042999627423	0.0474346094457793	-1.95821433667474	0.000202195116024646	-0.00274757790205738	0.997615863464327	-0.213648344422353	0.57655219262838	0.353800518926245	0.749422157435976	0.770888874501915	0.61609212793358	-1.28554576076355	0.203108204635096	1.50042465483992	0.101226573703841	0.803561810202957	0.434663181682534	-1.43144159805101	0.133509474234419
LOC110868318	probable aquaporin PIP2-4	PIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19995875535088	NA	1.67559488724417	NA	1.8828253101721	NA	-0.558661481426095	NA	0.0944164050282026	NA
LOC110868323	probable aquaporin PIP2-4	PIP	-2.77911043248646	0.00661378804949763	-0.371195795606667	0.829992365119446	NA	NA	-3.95145608986381	0.066097358146079	NA	NA	-0.48847261771096	NA	0.443343540834749	NA	-0.410195411561592	NA	0.11529996130694	0.907406871014927	-1.17327346854486	NA	-4.17599814428058	0.0103657401266216	1.44921067694045	0.313339451757554	0.518507922008039	0.72494098582313	2.07721300734158	0.0406411325453884	0.789518919556862	0.528513791756152	-0.0604530119286897	0.97304753149431
LOC110868334	aquaporin PIP2-1	PIP	2.67008790193932	0.000218469441734011	-1.75505332491329	0.26248468399655	1.73616577799698	0.716231780823745	-2.77374126950755	8.98832107832847e-09	-1.6874589409391	0.5566548951747	-1.43121523347399	0.0023903339114128	-0.549802416705657	0.272624608497692	-2.29221161515899	1.46450161111701e-06	1.30124129813217	0.124743683059385	-0.843152918577653	0.102120219867479	2.12451256215421	0.000251751580340994	0.470545907795995	0.725099407304208	-3.91800220560578	3.07044394430165e-10	1.24852044929674	0.0830703770282398	0.257199429733506	0.792297117171808	-1.3441639394166	0.0538999970048055
LOC110868335	aquaporin PIP2-4	PIP	2.38799733830371	2.01648389170366e-05	-2.05413558892736	0.16878591714411	0.155254352134329	0.992386153562015	-3.66641897490602	3.56259044530896e-05	-0.327145340983719	NA	-1.89127663916726	0.014498048808053	-2.80582744535032	9.20421452611645e-05	-2.60066372110014	0.000956079013418313	NA	NA	-1.30669543314333	0.424358154412807	0.552376918638593	0.341744496334444	0.496190344451974	0.759250609604397	-4.06406871812716	8.79101158014987e-07	1.03230360984408	0.241508797191594	0.672457742756098	0.48443961397664	-2.0372175636447	0.0108794629565245
LOC110868358	aquaporin PIP2-4	PIP	2.33741049636059	1.93625661923696e-07	-0.528978769686282	0.742172397930529	1.056940349809	0.828031092827432	-3.33186279757883	7.79674150519359e-26	-1.19828407753959	0.135333831636843	-1.46234072235122	0.00798365504427897	-3.36178031268892	3.23340598756547e-11	-2.81536088992235	2.3669039500177e-07	1.16926900060698	0.106899223027896	-0.0253971018068069	0.975831314665172	1.01097118065268	0.102198897599141	0.758385002285029	0.428547461524061	-1.24756994248974	0.0606121053864361	0.358801555430307	0.657459779999795	0.0896219853200289	0.928698438718641	-0.828205001046234	0.227333542930838
LOC110868884	probable aquaporin PIP2-5	PIP	4.0234235861571	3.38784301637934e-41	1.2036885492522	0.0238334324057252	0.38534119420279	0.845075922781377	1.13288950769203	0.00253354656755292	0.788523798508891	0.317502306977842	-2.56704850374634	7.24419003182208e-08	-2.29559106014966	9.69045274241845e-07	-0.174313521455809	0.828578429076038	-1.67314992258962	1.01378945978134e-08	0.524060124679616	0.0233008070672311	-0.0417207426569478	0.903634128729784	0.113798044261481	0.848940529745878	-0.262930441218455	0.41143623533688	-0.259564825630771	0.39754762329034	-0.130234832048897	0.713653460343341	-0.695150259759588	0.00630507484562992
LOC110868941	probable aquaporin PIP1-4	PIP	1.48673624670895	2.10546963043053e-05	-0.121776538462962	0.935172646963356	0.89186919726699	0.736563694998476	-2.17066053863279	1.0889209964991e-11	-0.283897456441814	0.899189635981499	-1.44217414544446	0.0013427614973749	-1.53992188188126	0.000347483210028965	-2.47764722853439	4.50109287705047e-08	0.835771621340427	0.0966913761091437	-0.120561619033916	0.829932955792757	0.804547376911866	0.418516355414217	0.59145653616575	0.494114037766738	-1.34908849989493	0.0164350000948409	0.718817371350423	0.224670347684714	0.34028749067068	0.621669604269563	-1.71359790328395	0.000831524776977657
LOC110872387	probable aquaporin NIP5-1	NIP	1.26488576865359	0.0517900343938864	0.387888287052849	0.576375098352074	0.378719615942048	0.651575236449904	-0.377488980802752	0.219041568516182	-0.617335253629722	0.421366731765062	-1.28235615933492	0.0326821448846196	-1.1187399566898	0.0525609836033824	-0.638746729084017	0.39365179537145	0.328792707801873	0.321474024604412	0.427362304298726	0.0486639878535498	0.968442876629723	0.0451130845143382	-0.821839480912802	0.00241167538241322	-0.416166781516377	0.141212476482201	0.323452776342885	0.255978180546901	0.344350700989552	0.221603956673537	-0.265901173819933	0.370993386980819
