gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC110879830	1141.54605287655	-4.68605647959953	0.130645127982959	-35.8685896056588	9.43764979191078e-282	3.53288982310388e-277
LOC110878023	4193.65029810773	2.78472636899209	0.0863060653046823	32.2657087791142	2.11840844483964e-228	3.96502508620635e-224
LOC110889650	2550.68438979931	1.87284395921007	0.062336270695372	30.0442092271188	2.59874409771645e-198	3.24271288513059e-194
LOC110885439	1842.73969002046	7.81997678600799	0.263349760277209	29.694262025439	9.10690875630569e-194	8.52270055958868e-190
LOC110894730	638.878316873077	-2.83535176977556	0.0971676392729947	-29.1800005741579	3.47901675722885e-187	2.60467026580209e-183
LOC110863868	1383.10109287428	-4.15913887410537	0.14401530382545	-28.8798395977857	2.13907588287454e-183	1.33456944332542e-179
LOC110910338	2859.29195484654	2.46898432488088	0.0855878730499082	28.8473616284536	5.46808015763031e-183	2.92417303743904e-179
LOC110872804	645.05506312333	-4.0481391680746	0.154304675604312	-26.2347148731601	1.06811373034582e-151	4.99797117272066e-148
LOC110872405	2631.11947409617	-1.63454574319048	0.062496478062838	-26.154205706552	8.82733377855469e-151	3.67158236296018e-147
LOC110864616	893.895202870132	8.0213318102431	0.307945415374474	26.047901380473	1.42105374967307e-149	5.31957260652617e-146
LOC110911281	4500.25270520221	2.10902193528511	0.0812423250367135	25.9596452259588	1.41508645528718e-148	4.81566785156549e-145
LOC110942590	416.56022417393	-4.95468999248069	0.191459966446034	-25.878464748803	1.16398517202364e-147	3.63105174412775e-144
LOC110918190	825.098243435955	-4.59031065299511	0.180413417872384	-25.4432885709314	8.37641051337886e-143	2.41201962429095e-139
LOC110911903	867.892126948215	8.78204431136475	0.347460665868464	25.2749308743031	6.02711875087513e-141	1.61156545228757e-137
LOC110942571	792.462102248032	-3.60973873874638	0.144150370018741	-25.0414809082841	2.1618111354212e-138	5.39501586955714e-135
LOC110883812	388.975864076346	-3.8641668178017	0.154753594814936	-24.9698032696605	1.3015606021522e-137	3.04516372381033e-134
LOC110920790	657.074575292016	-3.5558211821683	0.142613835313666	-24.9332133474119	3.2478704153587e-137	7.15181065461986e-134
LOC110939715	410.033719629967	-4.83407914742762	0.196470758866396	-24.6045730943346	1.12855724170327e-133	2.34702287699557e-130
LOC110904034	4082.42681499078	-5.09746342531471	0.208076301184739	-24.4980490151493	1.54958214777881e-132	3.05300305894484e-129
